X,Y,OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8837103.132,5413908.409,356740,GO-20232086623,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,21,2023,September,6,249,Wednesday ,21,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38504811,43.66605748
-8839369.734,5409309.113,356741,GO-20232078432,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,0,2023,September,5,248,Tuesday   ,23,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,163,Fort York-Liberty Village,82,Niagara (82),-79.40540934,43.63616289
-8835671.706,5411303.035,356742,GO-20232083320,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,14,2023,September,6,249,Wednesday ,14,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1480,100,Assault - Resist/ Prevent Seiz,Assault,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37218939,43.64912485
-8830950.495,5416370.654,356743,GO-20232081984,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,13,2023,September,6,249,Wednesday ,12,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.32977803,43.68205551
-8820817.257,5433597.333,356744,GO-20232081028,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,10,2023,September,6,249,Wednesday ,10,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1460,100,Assault Peace Officer,Assault,145,Malvern West,132,Malvern (132),-79.2387496,43.79386369
-8840952.493,5433975.592,356745,GO-20232085064,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,17,2023,September,6,249,Wednesday ,17,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,36,Newtonbrook West,36,Newtonbrook West (36),-79.4196275,43.7963164
-8826252.815,5414919.701,356746,GO-20232081583,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,11,2023,September,6,249,Wednesday ,11,D55,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,63,The Beaches,63,The Beaches (63),-79.28757805,43.6726287
-8836643.901,5412410.439,356747,GO-20232085511,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,18,2023,September,6,249,Wednesday ,18,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.38092277,43.65632258
-8827025.527,5416009.828,356748,GO-20232086301,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,20,2023,September,5,248,Tuesday   ,13,D55,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,62,East End-Danforth,62,East End-Danforth (62),-79.29451944,43.67971136
-8847095.583,5415999.138,356749,GO-20232083213,2023/09/06 04:00:00+00,2023/08/18 04:00:00+00,2023,September,6,249,Wednesday ,14,2023,August,18,230,Friday    ,10,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.47481182,43.67964192
-8852055.269,5418589.178,356750,GO-20232080522,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,9,2023,September,6,249,Wednesday ,9,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.51936544,43.69646635
-8824563.536,5420409.638,356751,GO-20232086325,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,20,2023,September,6,249,Wednesday ,20,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.272403,43.7082889
-8863021.146,5424528.985,356752,GO-20232079414,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,5,2023,September,6,249,Wednesday ,5,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.61787359,43.73503243
-8862230.339,5424960.808,356753,GO-20232080201,2023/09/06 04:00:00+00,2023/09/02 04:00:00+00,2023,September,6,249,Wednesday ,8,2023,September,2,245,Saturday  ,15,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.61076965,43.73783521
-8823456.276,5427152.634,356754,GO-20232087531,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,23,2023,September,6,249,Wednesday ,23,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,157,Bendale South,127,Bendale (127),-79.26245632,43.7520594
-8852389.714,5407119.197,356755,GO-20232083797,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,15,2023,September,5,248,Tuesday   ,21,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.52236981,43.62192361
-8836015.894,5410876.977,356756,GO-20232081813,2023/09/06 04:00:00+00,2023/08/30 04:00:00+00,2023,September,6,249,Wednesday ,11,2023,August,30,242,Wednesday ,12,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37528129,43.6463554
-8823456.276,5427152.634,356757,GO-20232087531,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,23,2023,September,6,249,Wednesday ,23,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,Assault,157,Bendale South,127,Bendale (127),-79.26245632,43.7520594
-8840762.003,5432902.115,356758,GO-20232086742,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,21,2023,September,6,249,Wednesday ,8,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,36,Newtonbrook West,36,Newtonbrook West (36),-79.4179163,43.78935548
-8840952.493,5433975.592,356759,GO-20232085064,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,17,2023,September,6,249,Wednesday ,17,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,36,Newtonbrook West,36,Newtonbrook West (36),-79.4196275,43.7963164
-8841641.928,5411357.165,356760,GO-20232084841,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,17,2023,September,6,249,Wednesday ,17,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,Assault,84,Little Portugal,84,Little Portugal (84),-79.4258208,43.6494767
-8825863.079,5418199.826,356761,GO-20232082789,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,13,2023,September,6,249,Wednesday ,13,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,121,Oakridge,121,Oakridge (121),-79.28407699,43.69393749
-8835990.395,5420489.813,356762,GO-20232080199,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,8,2023,September,6,249,Wednesday ,4,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.37505222,43.70880952
-8840369.915,5408268.753,356763,GO-20232086385,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,20,2023,September,6,249,Wednesday ,20,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1480,100,Assault - Resist/ Prevent Seiz,Assault,163,Fort York-Liberty Village,82,Niagara (82),-79.41439412,43.62939868
-8845028.853,5428562.779,356764,GO-20232082407,2023/09/06 04:00:00+00,2023/09/02 04:00:00+00,2023,September,6,249,Wednesday ,12,2023,September,2,245,Saturday  ,21,D32,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,200,Robbery - Mugging,Robbery,34,Bathurst Manor,34,Bathurst Manor (34),-79.45624607,43.76120897
-8855283.916,5426645.98,356765,GO-20232079115,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,3,2023,September,6,249,Wednesday ,3,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,22,Humbermede,22,Humbermede (22),-79.54836887,43.7487717
-8825947.27,5426451.945,356766,GO-20232081067,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,10,2023,September,6,249,Wednesday ,10,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.2848333,43.74751254
-8836808.172,5411479.436,356767,GO-20232083902,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,18,2023,September,6,249,Wednesday ,10,D52,"Apartment (Rooming House, Condo)",Apartment,2120,220,B&E W'Intent,Break and Enter,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38239844,43.65027145
-8852055.269,5418589.178,356768,GO-20232080522,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,9,2023,September,6,249,Wednesday ,9,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.51936544,43.69646635
-8837620.931,5415650.151,356769,GO-20232079810,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,7,2023,September,5,248,Tuesday   ,16,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,95,Annex,95,Annex (95),-79.38969958,43.6773746
-8860452.002,5421528.059,356770,GO-20232085690,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,19,2023,September,6,249,Wednesday ,18,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59479457,43.71555107
-8847261.345,5411611.381,356771,GO-20232084175,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,18,2023,September,6,249,Wednesday ,16,D11,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,Assault,88,High Park North,88,High Park North (88),-79.47630089,43.65112908
-8834873.885,5411813.544,356772,GO-20232087178,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,22,2023,September,6,249,Wednesday ,21,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,73,Moss Park,73,Moss Park (73),-79.36502244,43.65244309
-8856967.026,5420035.952,356773,GO-20232084749,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,17,2023,September,6,249,Wednesday ,9,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5634885,43.70586227
-8852415.682,5418764.199,356774,GO-20232086788,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,21,2023,September,6,249,Wednesday ,21,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.52260308,43.69760308
-8840912.583,5424005.742,356775,GO-20232079869,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,7,2023,September,5,248,Tuesday   ,21,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.41926898,43.7316361
-8856174.823,5419059.942,356776,GO-20232081395,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,10,2023,September,6,249,Wednesday ,1,D23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55637202,43.69952383
-8847456.991,5420465.72,356777,GO-20232086450,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,20,2023,September,6,249,Wednesday ,20,D12,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,29,Maple Leaf,29,Maple Leaf (29),-79.47805841,43.70865307
-8859959.172,5424370.724,356778,GO-20232086486,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,20,2023,September,6,249,Wednesday ,20,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59036741,43.73400519
-8854374.508,5408103.277,356779,GO-20232081069,2023/09/06 04:00:00+00,2023/09/02 04:00:00+00,2023,September,6,249,Wednesday ,10,2023,September,2,245,Saturday  ,2,D22,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.54019952,43.62832272
-8832056.973,5414573.578,356780,GO-20232059720,2023/09/06 04:00:00+00,2023/08/30 04:00:00+00,2023,September,6,249,Wednesday ,18,2023,August,30,242,Wednesday ,18,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.33971769,43.67037973
-8854374.508,5408103.277,356781,GO-20232081069,2023/09/06 04:00:00+00,2023/09/02 04:00:00+00,2023,September,6,249,Wednesday ,10,2023,September,2,245,Saturday  ,2,D22,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2120,200,B&E,Break and Enter,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.54019952,43.62832272
-8835812.588,5412560.474,356782,GO-20232084351,2023/09/06 04:00:00+00,2023/09/03 04:00:00+00,2023,September,6,249,Wednesday ,16,2023,September,3,246,Sunday    ,14,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,73,Moss Park,73,Moss Park (73),-79.37345495,43.65729769
-8833069.357,5417505.349,356783,GO-20232086881,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,21,2023,September,5,248,Tuesday   ,23,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,57,Broadview North,57,Broadview North (57),-79.34881209,43.68942656
-8851474.202,5422309.967,356784,GO-20232078666,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,0,2023,September,6,249,Wednesday ,0,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.51414562,43.72062766
-8853300.331,5410940.321,356785,GO-20232078670,2023/09/06 04:00:00+00,2023/05/01 04:00:00+00,2023,September,6,249,Wednesday ,0,2023,May,1,121,Monday    ,0,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.53055002,43.64676715
-8845931.234,5419428.589,356786,GO-20232083796,2023/09/06 04:00:00+00,2023/08/26 04:00:00+00,2023,September,6,249,Wednesday ,15,2023,August,26,238,Saturday  ,11,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4643523,43.70191799
-8818850.316,5435304.546,356787,GO-20232078681,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,2,2023,September,6,249,Wednesday ,0,D42,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,145,Malvern West,132,Malvern (132),-79.22108027,43.80493283
-8851950.645,5422021.551,356788,GO-20232085877,2023/09/06 04:00:00+00,2023/08/26 04:00:00+00,2023,September,6,249,Wednesday ,19,2023,August,26,238,Saturday  ,22,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.51842559,43.71875515
-8833226.397,5417003.727,356789,GO-20232080799,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,9,2023,September,5,248,Tuesday   ,22,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,57,Broadview North,57,Broadview North (57),-79.3502228,43.6861681
-8840548.462,5431711.105,356790,GO-20232086113,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,19,2023,September,6,249,Wednesday ,10,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,36,Newtonbrook West,36,Newtonbrook West (36),-79.41599803,43.78163148
-8843784.31,5415669.112,356791,GO-20232079212,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,4,2023,September,6,249,Wednesday ,4,D13,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.44506615,43.67749779
-8860841.621,5425068.305,356792,GO-20232084881,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,17,2023,September,6,249,Wednesday ,17,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,Robbery,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59829458,43.73853291
-8840548.462,5431711.105,356793,GO-20232084379,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,16,2023,September,6,249,Wednesday ,8,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,36,Newtonbrook West,36,Newtonbrook West (36),-79.41599803,43.78163148
-8833522.229,5432059.292,356794,GO-20232083727,2023/09/06 04:00:00+00,2023/09/04 04:00:00+00,2023,September,6,249,Wednesday ,15,2023,September,4,247,Monday    ,12,D33,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,47,Don Valley Village,47,Don Valley Village (47),-79.35288031,43.78388966
-8833064.01,5423688.041,356795,GO-20232082011,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,13,2023,September,6,249,Wednesday ,11,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.34876406,43.72957384
-8829612.725,5430921.263,356796,GO-20232079088,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,3,2023,September,6,249,Wednesday ,1,D42,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2120,200,B&E,Break and Enter,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.31776064,43.7765086
-8851702.623,5419156.66,356797,GO-20232085055,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,17,2023,September,6,249,Wednesday ,14,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,113,Weston,113,Weston (113),-79.51619757,43.70015197
-8841976.608,5419178.046,356798,GO-20232079876,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,7,2023,September,6,249,Wednesday ,4,D13,Convenience Stores,Commercial,2120,220,B&E W'Intent,Break and Enter,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.42882729,43.70029087
-8834100.083,5433303.138,356799,GO-20232078970,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,3,2023,September,5,248,Tuesday   ,0,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,48,Hillcrest Village,48,Hillcrest Village (48),-79.35807126,43.791956
-8844681.559,5412080.333,356800,GO-20232079647,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,6,2023,September,6,249,Wednesday ,5,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,87,High Park-Swansea,87,High Park-Swansea (87),-79.45312627,43.6541771
-8831763.123,5434254.09,356801,GO-20232079991,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,7,2023,September,5,248,Tuesday   ,18,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,46,Pleasant View,46,Pleasant View (46),-79.33707799,43.79812218
-8839845.828,5423136.558,356802,GO-20232079701,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,6,2023,September,5,248,Tuesday   ,20,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,105,Lawrence Park North,105,Lawrence Park North (105),-79.40968617,43.72599388
-8859959.172,5424370.724,356803,GO-20232078787,2023/09/06 04:00:00+00,2023/09/03 04:00:00+00,2023,September,6,249,Wednesday ,1,2023,September,3,246,Sunday    ,22,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59036741,43.73400519
-8832502.412,5430816.412,356804,GO-20232078525,2023/09/06 04:00:00+00,2023/09/05 04:00:00+00,2023,September,6,249,Wednesday ,0,2023,September,5,248,Tuesday   ,21,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,47,Don Valley Village,47,Don Valley Village (47),-79.34371914,43.7758285
-8841311.233,5410088.823,356805,GO-20232078728,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,1,2023,September,6,249,Wednesday ,1,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,84,Little Portugal,84,Little Portugal (84),-79.42285012,43.64123192
-8831370.884,5433888.2,356806,GO-20232086459,2023/09/06 04:00:00+00,2023/09/06 04:00:00+00,2023,September,6,249,Wednesday ,20,2023,September,6,249,Wednesday ,19,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,46,Pleasant View,46,Pleasant View (46),-79.33355445,43.79574974
-8855078.792,5429962.053,356807,GO-20232088698,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,8,2023,September,7,250,Thursday  ,6,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,21,Humber Summit,21,Humber Summit (21),-79.54652621,43.77028662
-8847807.559,5407278.968,356808,GO-20232089142,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,7,2023,September,7,250,Thursday  ,7,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.48120761,43.62296259
-8852981.878,5412941.05,356809,GO-20232089703,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,9,2023,September,6,249,Wednesday ,14,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),-79.52768931,43.65977106
-8829316.133,5420399.017,356810,GO-20231570568,2023/09/07 04:00:00+00,2023/06/06 04:00:00+00,2023,September,7,250,Thursday  ,14,2023,June,6,157,Tuesday   ,18,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.3150963,43.70821993
-8842326.117,5418708.707,356811,GO-20232087790,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,0,2023,September,7,250,Thursday  ,0,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.43196698,43.69724267
-8816979.499,5433784.558,356812,GO-20232088660,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,6,2023,September,6,249,Wednesday ,23,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,135,Morningside,135,Morningside (135),-79.20427444,43.79507771
-8817419.651,5431996.704,356813,GO-20232089105,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,7,2023,September,6,249,Wednesday ,21,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,135,Morningside,135,Morningside (135),-79.20822839,43.78348375
-8809969.588,5432342.418,356814,GO-20232089295,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,8,2023,September,6,249,Wednesday ,21,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,133,Centennial Scarborough,133,Centennial Scarborough (133),-79.14130333,43.78572583
-8842326.117,5418708.707,356815,GO-20232087790,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,0,2023,September,7,250,Thursday  ,0,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.43196698,43.69724267
