X,Y,OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8842326.117,5418708.707,356816,GO-20232087790,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,0,2023,September,7,250,Thursday  ,0,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.43196698,43.69724267
-8851702.623,5419156.66,356817,GO-20232092705,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,15,2023,September,7,250,Thursday  ,15,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,113,Weston,113,Weston (113),-79.51619757,43.70015197
-8843912.635,5415632.512,356818,GO-20232087623,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,1,2023,September,6,249,Wednesday ,23,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.44621892,43.67726
-8846303.04,5417856.871,356819,GO-20232096027,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,22,2023,September,7,250,Thursday  ,22,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.46769229,43.69170989
-8815756.9,5428870.172,356820,GO-20232091966,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,13,2023,September,7,250,Thursday  ,13,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,136,West Hill,136,West Hill (136),-79.19329164,43.76320327
-8835505.754,5421473.318,356821,GO-20232088727,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,6,2023,September,7,250,Thursday  ,1,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.37069862,43.71519564
-8849993.536,5429969.413,356822,GO-20232095343,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,20,2023,September,7,250,Thursday  ,20,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights,27,York University Heights (27),-79.50084457,43.77033436
-8846676.846,5409630.823,356823,GO-20232095632,2023/09/07 04:00:00+00,2023/08/27 04:00:00+00,2023,September,7,250,Thursday  ,20,2023,August,27,239,Sunday    ,14,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,87,High Park-Swansea,87,High Park-Swansea (87),-79.47105024,43.63825444
-8827701.194,5422179.357,356824,GO-20232091240,2023/09/07 04:00:00+00,2023/07/07 04:00:00+00,2023,September,7,250,Thursday  ,17,2023,July,7,188,Friday    ,0,D55,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,43,Victoria Village,43,Victoria Village (43),-79.30058906,43.71977969
-8835078.338,5411604.683,356825,GO-20232090568,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,11,2023,September,7,250,Thursday  ,11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,73,Moss Park,73,Moss Park (73),-79.36685907,43.65108554
-8813196.012,5433134.507,356826,GO-20232091106,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,12,2023,September,7,250,Thursday  ,12,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,134,Highland Creek,134,Highland Creek (134),-79.1702868,43.79086249
-8830375.407,5421003.636,356827,GO-20232095682,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,21,2023,September,6,249,Wednesday ,21,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,44,Flemingdon Park,44,Flemingdon Park (44),-79.32461192,43.71214598
-8842305.684,5411274.863,356828,GO-20232092303,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,14,2023,September,7,250,Thursday  ,14,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,84,Little Portugal,84,Little Portugal (84),-79.43178343,43.64894173
-8836834.822,5411893.733,356829,GO-20232090849,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,11,2023,September,7,250,Thursday  ,11,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38263784,43.65296428
-8842087.711,5411372.808,356830,GO-20232088442,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,4,2023,September,7,250,Thursday  ,3,D14,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,84,Little Portugal,84,Little Portugal (84),-79.42982534,43.64957837
-8839218.502,5431635.322,356831,GO-20232090214,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,10,2023,September,7,250,Thursday  ,3,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,152,East Willowdale,51,Willowdale East (51),-79.4040508,43.78113997
-8839963.711,5428485.521,356832,GO-20232095694,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,21,2023,September,7,250,Thursday  ,18,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,38,Lansing-Westgate,38,Lansing-Westgate (38),-79.41074512,43.76070773
-8813092.081,5432097.157,356833,GO-20232088232,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,3,2023,September,7,250,Thursday  ,2,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,134,Highland Creek,134,Highland Creek (134),-79.16935316,43.78413523
-8853317.265,5402349.203,356834,GO-20232088176,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,2,2023,September,7,250,Thursday  ,2,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,19,Long Branch,19,Long Branch (19),-79.53070214,43.59089646
-8838498.512,5410170.518,356835,GO-20232095855,2023/09/07 04:00:00+00,2023/09/04 04:00:00+00,2023,September,7,250,Thursday  ,21,2023,September,4,247,Monday    ,19,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39758302,43.641763
-8855173.034,5411310.169,356836,GO-20232088254,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,3,2023,September,7,250,Thursday  ,2,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,158,Islington,14,Islington-City Centre West (14),-79.5473728,43.64917122
-8821372.6,5424928.558,356837,GO-20232088009,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,2,2023,September,7,250,Thursday  ,2,D43,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2120,200,B&E,Break and Enter,138,Eglinton East,138,Eglinton East (138),-79.24373833,43.7376259
-8840972.073,5425942.082,356838,GO-20232089248,2023/09/07 04:00:00+00,2023/09/05 04:00:00+00,2023,September,7,250,Thursday  ,8,2023,September,5,248,Tuesday   ,23,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.4198034,43.74420376
-8838820.79,5421689.564,356839,GO-20232088667,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,6,2023,September,7,250,Thursday  ,2,D53,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,103,Lawrence Park South,103,Lawrence Park South (103),-79.40047809,43.71659969
-8854822.731,5419285.918,356840,GO-20232096360,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,23,2023,September,7,250,Thursday  ,23,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54422597,43.70099144
-8853557.988,5404109.556,356841,GO-20232095846,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,21,2023,September,7,250,Thursday  ,21,D22,"Apartment (Rooming House, Condo)",Apartment,1410,100,Aggravated Assault,Assault,20,Alderwood,20,Alderwood (20),-79.5328646,43.6023488
-8829358.288,5430157.013,356842,GO-20232095771,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,21,2023,September,7,250,Thursday  ,21,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.31547499,43.77155129
-8834188.884,5415468.773,356843,GO-20232096192,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,22,2023,September,7,250,Thursday  ,22,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,68,North Riverdale,67,Playter Estates-Danforth (67),-79.35886897,43.67619618
-8859959.172,5424370.724,356844,GO-20232095811,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,22,2023,September,7,250,Thursday  ,22,D23,Ttc Bus Stop / Shelter / Loop,Outside,1610,200,Robbery - Mugging,Robbery,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59036741,43.73400519
-8847570.729,5411513.939,356845,GO-20232096159,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,22,2023,September,7,250,Thursday  ,22,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,87,High Park-Swansea,87,High Park-Swansea (87),-79.47908013,43.65049572
-8847563.693,5407945.963,356846,GO-20232090028,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,11,2023,September,7,250,Thursday  ,9,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.47901692,43.62729981
-8849744.766,5413837.87,356847,GO-20232095205,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,19,2023,September,7,250,Thursday  ,19,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.49860984,43.6655991
-8827745.212,5417505.205,356848,GO-20232095387,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,20,2023,September,6,249,Wednesday ,17,D55,Ttc Subway Station,Transit,1430,100,Assault,Assault,62,East End-Danforth,62,East End-Danforth (62),-79.30098449,43.68942563
-8847399.769,5411303.682,356849,GO-20232091682,2023/09/07 04:00:00+00,2023/09/01 04:00:00+00,2023,September,7,250,Thursday  ,13,2023,September,1,244,Friday    ,3,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2120,200,B&E,Break and Enter,87,High Park-Swansea,87,High Park-Swansea (87),-79.47754437,43.64912906
-8851395.855,5428076.342,356850,GO-20232088410,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,9,2023,September,7,250,Thursday  ,9,D31,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,Robbery,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51344182,43.75805293
-8845316.111,5413365.132,356851,GO-20232093424,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,18,2023,September,6,249,Wednesday ,19,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,90,Junction Area,90,Junction Area (90),-79.45882655,43.66252706
-8832385.343,5417688.083,356852,GO-20232093514,2023/09/07 04:00:00+00,2023/08/30 04:00:00+00,2023,September,7,250,Thursday  ,16,2023,August,30,242,Wednesday ,0,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,59,Danforth East York,59,Danforth East York (59),-79.34266749,43.69061354
-8847617.165,5424367.36,356853,GO-20232087711,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,0,2023,September,7,250,Thursday  ,0,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,Robbery,155,Downsview,26,Downsview-Roding-CFB (26),-79.47949727,43.73398336
-8823577.273,5423072.761,356854,GO-20232088082,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,2,2023,September,7,250,Thursday  ,0,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,124,Kennedy Park,124,Kennedy Park (124),-79.26354325,43.72557973
-8857093.812,5424817.748,356855,GO-20232089937,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,9,2023,September,7,250,Thursday  ,9,D23,Convenience Stores,Commercial,1430,100,Assault,Assault,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),-79.56462744,43.73690668
-8851554.637,5425823.369,356856,GO-20232089138,2023/09/07 04:00:00+00,2023/09/04 04:00:00+00,2023,September,7,250,Thursday  ,7,2023,September,4,247,Monday    ,20,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,211,Theft Over - Distraction,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51486818,43.74343334
-8843074.574,5425852.387,356857,GO-20232090887,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,11,2023,September,7,250,Thursday  ,9,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,33,Clanton Park,33,Clanton Park (33),-79.43869049,43.74362165
-8835542.47,5412712.929,356858,GO-20232091472,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,10,2023,September,7,250,Thursday  ,9,D51,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,1430,100,Assault,Assault,73,Moss Park,73,Moss Park (73),-79.37102845,43.65828851
-8827521.25,5425000.95,356859,GO-20232091730,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,15,2023,September,7,250,Thursday  ,13,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.2989726,43.73809575
-8830427.505,5429216.153,356860,GO-20232096213,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,22,2023,September,7,250,Thursday  ,20,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.32507993,43.76544784
-8853172.63,5419923.995,356861,GO-20232093373,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,16,2023,September,7,250,Thursday  ,16,D12,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,113,Weston,113,Weston (113),-79.52940286,43.70513523
-8842953.65,5412887.072,356862,GO-20232088790,2023/09/07 04:00:00+00,2023/08/20 04:00:00+00,2023,September,7,250,Thursday  ,6,2023,August,20,232,Sunday    ,4,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.43760421,43.65942026
-8842953.65,5412887.072,356863,GO-20232088790,2023/09/07 04:00:00+00,2023/08/20 04:00:00+00,2023,September,7,250,Thursday  ,6,2023,August,20,232,Sunday    ,4,D11,"Apartment (Rooming House, Condo)",Apartment,1420,110,Assault Bodily Harm,Assault,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.43760421,43.65942026
-8831277.159,5416403.785,356864,GO-20232090155,2023/09/07 04:00:00+00,2022/12/01 05:00:00+00,2023,September,7,250,Thursday  ,10,2022,December,1,335,Thursday  ,15,D55,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,66,Danforth,66,Danforth (66),-79.3327125,43.68227074
6.32778E-09,5.66492E-09,356865,GO-20232088405,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,8,2023,September,7,250,Thursday  ,8,NSA,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,Robbery,NSA,NSA,NSA,NSA,0,0
-8843043.66,5417034.352,356866,GO-20232093362,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,16,2023,September,7,250,Thursday  ,16,D13,"Apartment (Rooming House, Condo)",Apartment,2120,220,B&E W'Intent,Break and Enter,107,Oakwood Village,107,Oakwood Village (107),-79.43841278,43.68636704
-8837598.857,5410811.944,356867,GO-20232077992,2023/09/07 04:00:00+00,2023/09/05 04:00:00+00,2023,September,7,250,Thursday  ,9,2023,September,5,248,Tuesday   ,22,D52,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.38950128,43.64593266
-8838968.295,5422690.337,356868,GO-20232090676,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,11,2023,September,7,250,Thursday  ,11,D53,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,103,Lawrence Park South,103,Lawrence Park South (103),-79.40180315,43.72309708
-8851660.787,5405605.373,356869,GO-20232091063,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,12,2023,September,6,249,Wednesday ,17,D22,Jails / Detention Centres,Other,1430,100,Assault,Assault,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.51582175,43.61207845
-8835184.47,5410566.701,356870,GO-20232090675,2023/09/07 04:00:00+00,2023/08/29 04:00:00+00,2023,September,7,250,Thursday  ,12,2023,August,29,241,Tuesday   ,22,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.36781247,43.64433846
-8857469.818,5411633.775,356871,GO-20232082543,2023/09/07 04:00:00+00,2023/09/06 04:00:00+00,2023,September,7,250,Thursday  ,12,2023,September,6,249,Wednesday ,9,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.56800516,43.65127463
-8826780.792,5426203.009,356872,GO-20232089598,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,8,2023,September,7,250,Thursday  ,8,D41,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2120,220,B&E W'Intent,Break and Enter,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.29232095,43.74589708
-8830375.576,5428389.895,356873,GO-20232096378,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,23,2023,September,7,250,Thursday  ,23,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1457,100,Pointing A Firearm,Assault,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.32461345,43.76008731
-8841261.863,5410435.466,356874,GO-20232094867,2023/09/07 04:00:00+00,2023/09/07 04:00:00+00,2023,September,7,250,Thursday  ,20,2023,September,7,250,Thursday  ,18,D14,Pharmacy,Other,1610,210,Robbery - Business,Robbery,84,Little Portugal,84,Little Portugal (84),-79.42240663,43.64348536
